221004;000000;396.2;405.8;384.2;390.4;3638475
221005;000000;388;394;365.2;390;2567210
221006;000000;393;399;385.2;386.4;1381305
221007;000000;386.4;387.2;358.8;360.8;1533458
221010;000000;338.8;383.6;336.6;382.4;2340342
221011;000000;383.8;408.4;380.8;403.4;1678969
221012;000000;404.6;434;398;427.6;3040849
221013;000000;428;441.2;418.2;440;1963147
221014;000000;449;451.8;426.2;439;1829089
221017;000000;442.4;457.8;440.2;455.2;1735367
221018;000000;458.8;460;425.2;429.2;2212401
221019;000000;429;439.6;414;436;2582878
221020;000000;442;447;430.4;435;1195285
221021;000000;435.6;442;426;440.6;785935
221024;000000;445.6;448;433;437.6;634365
221025;000000;434.2;452.8;418.6;448.2;1280646
221026;000000;448.6;453.4;443.6;450.2;804026
221027;000000;452;456.8;438.6;446.2;942476
221028;000000;444.6;450.8;430.8;446.4;785352
221031;000000;450;455;445;453;554463
